name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;901;0;877;3213;1302;3213;1109;0
header;146;160;146;216;1763;216;1763;160
A;944;245;944;272;965;272;965;245
D;1042;515;1042;543;1074;543;1074;515
A;966;551;966;551;967;551;967;551
A;1072;688;1072;688;1072;688;1072;688
A;937;834;937;838;939;838;939;834
B;940;929;940;958;961;958;961;929
C;933;1610;933;1641;955;1641;955;1610
A;1192;2054;1192;2064;1199;2064;1199;2054
D;933;2281;933;2307;954;2307;954;2281
A;1256;3106;1256;3108;1259;3108;1259;3106
A;1126;3155;1126;3159;1127;3159;1127;3155
